V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 POP REGION
-0.00848517 0.00378563 -0.00303921 0.00016111 -0.00406236 0.0135679 0.00278095 -0.0035715 0.000277722 -0.0102825 -0.000145381 0.000855329 0.01092 -0.00127629 0.00163698 -0.0044405 0.00238617 0.00811309 -0.00398065 -0.00164487 LIMAA LIMAA
-0.00913631 0.00686065 -0.00170882 -0.00152264 0.00967849 0.031959 0.00848523 9.0433e-06 -0.000117413 0.0105999 0.00127308 0.0166782 0.00152345 -0.00334282 0.00528944 -0.00895969 -9.33404e-05 0.0184412 -0.0100118 -0.00579305 LIMAA LIMAA
-0.00900156 0.00496829 -0.00364187 0.00050799 0.0167697 -0.00819339 -0.00150525 -0.00466145 0.00148485 -0.00875206 -0.000293092 -0.0190692 -0.0241486 0.00507203 -0.0230981 0.00128252 0.00610735 -0.0105765 0.00442067 -0.00161522 LIMAA LIMAA
-0.00957285 0.00666152 -0.00268728 -0.00213311 0.00178534 -0.0110252 -0.000739211 -0.00350259 -0.00136102 -0.00842117 4.90837e-05 0.0107649 0.00573417 -0.00388635 0.0103493 0.0053395 -0.00557718 -0.00170514 -0.000397731 0.00241722 LIMAA LIMAA
-0.0103385 0.00766429 -0.00084354 -0.00166314 -0.0115792 0.0103561 0.00347063 -0.00775105 -0.000868807 -0.0180066 0.00109371 0.000875041 0.00188903 -0.00294838 -0.000252448 -0.00165397 -0.00196297 0.00286108 -0.00650017 -0.00704859 LIMAA LIMAA
-0.009487 0.00527993 -0.00251282 -0.00188595 -0.012612 -0.0212034 -0.00314227 0.00393878 0.000367667 0.0125411 -0.000621444 0.00233668 0.000905011 -0.00260768 0.000419181 -0.0046485 5.71705e-05 0.00189636 -0.000109796 -0.00477099 LIMAA LIMAA
-0.00521103 0.000707217 -0.00488328 0.0010171 -0.00261148 -0.00454534 -0.00424404 -0.00276776 0.000458711 -0.0110701 0.00209427 0.00344222 0.00216667 -0.00430199 0.00806782 0.00415605 -0.000424177 0.000363558 -0.00383888 0.00162542 LIMAA LIMAA
0.00792662 -0.00137933 -0.000349338 0.00776096 0.0124705 0.00748633 -0.0118705 -0.00187468 -0.00676791 -0.00938961 0.0115655 0.0172506 0.0193579 -0.00996197 -0.0100565 -0.082072 0.00585594 0.109055 0.35914 0.174577 LIMAA LIMAA
-0.00541329 -0.000588052 0.00357258 0.00509481 0.00120147 0.00735799 -0.00156311 -0.00496526 -0.000741946 -0.00697845 -0.00207976 0.00618077 -0.000853075 -0.00316338 -0.000509698 -0.00403143 -0.000715926 0.00617774 0.00279786 0.00493894 LIMAA LIMAA
-0.000791082 0.00916752 -0.00193024 -0.00131872 -0.00934819 0.00811409 0.000452051 -0.00256574 0.000525593 -0.00754932 -0.00206529 0.00377332 -0.00331354 -0.00154191 -0.00639254 -0.00128634 0.0059851 0.000213176 0.00404716 0.00185399 LIMAA LIMAA
-0.00689139 0.00152697 -0.00411222 0.000670209 -0.0027695 0.00602913 -0.0034169 -0.00273805 -0.000947514 -0.00254988 -0.000901842 0.0067691 0.0105001 0.00407068 -0.000344672 -0.000939001 -0.00698282 0.0025675 -0.000187708 -0.0055905 LIMAA LIMAA
-0.0057727 -0.000119561 -0.00540286 0.00155403 0.0147436 0.00319332 -0.000352246 -0.000265126 0.000725632 -0.00182119 0.00121636 -0.0106997 -0.00421981 0.000800286 -0.00752914 -0.00233545 0.012876 0.00377004 -0.00374817 -0.000289269 LIMAA LIMAA
-0.00927998 0.00582859 -0.00205152 -0.000524139 -0.0100155 0.00229368 -0.000239563 -0.00584475 -0.000797767 -0.0148121 -0.00154816 0.00132947 0.00485435 0.00270922 0.00299343 -0.00054013 -0.00200713 -0.0058581 -0.000459557 -0.000838433 LIMAA LIMAA
-0.0103337 0.00723516 -0.0015417 -0.00186049 -0.0151757 -0.0166737 -0.0037371 0.00134092 -0.00110168 -0.00214777 0.00126209 -0.000408088 0.00551491 0.000170322 0.000607409 -0.00218212 -0.000969856 -0.00365536 0.00291556 0.000864669 LIMAA LIMAA
-0.00878319 0.00392229 -0.00270366 -0.000913958 -0.0103355 -0.00852055 -0.00212515 -0.00693385 -0.00131802 -0.014896 0.00206225 -0.00902425 0.00391098 0.00446294 -0.00764168 0.00497906 0.00349887 -0.00915401 0.00264925 0.00580692 LIMAA LIMAA
-0.00883463 0.0046109 -0.002309 -0.000566679 -0.0153241 -0.00333441 -0.00307747 0.00190901 0.000339061 0.00275566 0.00181703 -0.00336238 0.00286995 0.000963348 8.68893e-05 0.00116485 0.00278796 0.0108392 -0.00160909 -0.00520465 LIMAA LIMAA
-0.00750601 0.00395225 -0.00287085 0.000278126 -0.0138366 -0.0132155 -0.00339182 0.00212266 -0.000973704 -0.00352589 -0.00158912 -0.00176342 0.00600206 -0.000283921 0.00427719 -0.00393271 -3.2229e-05 -0.00529407 0.00684711 0.00314328 LIMAA LIMAA
-0.0104634 0.00719548 -0.00187315 -0.00173816 0.00554125 -0.0112078 0.00221629 0.00110227 0.00210142 0.00705761 7.75946e-05 0.00790263 0.00248058 0.00245408 0.00503055 -0.00567163 -0.00206291 0.00857447 -0.00127664 -0.00397037 LIMAA LIMAA
-0.0123544 0.00974425 -0.00109042 -0.00402162 -0.000937664 -0.020309 0.000597879 0.00946979 8.8404e-06 0.0251579 0.00079079 -0.0140847 -0.0090175 0.00605035 -0.0155587 -0.0061071 0.00728018 0.0049871 -0.00604638 -0.00150124 LIMAA LIMAA
-0.0117268 0.00898597 -0.00101498 -0.00286444 -0.00488155 -0.0185344 -0.00163151 0.000578436 0.00147073 -0.00295445 -0.000413042 0.0034466 -0.00254441 0.00271768 -0.000273583 0.00973899 -0.00445528 -0.00729603 0.00106073 0.00277965 LIMAA LIMAA
-0.0106255 0.00705891 -0.00153365 -0.00146946 -0.0078033 -0.00676887 -0.000961952 -0.00586462 -4.07082e-05 -0.0116451 0.000696215 0.00661988 0.00910389 -0.00265437 0.00581338 0.00627084 -0.00113965 -0.00394036 0.00603175 0.00152096 LIMAA LIMAA
-0.00823518 0.00479706 -0.00222708 -0.00104945 -0.0128052 0.00721238 -0.0028799 -0.00505248 -0.00150152 -0.0131629 0.00240361 -0.00400654 0.00379441 0.00485735 0.00105722 -0.00565446 0.0016203 -0.00275692 0.00406744 0.00782944 LIMAA LIMAA
-0.00843492 0.00469783 -0.00329374 -0.000213552 -0.0070144 -0.011643 -0.00233872 -7.50413e-05 -0.000142091 -0.00442709 0.000200175 -0.00999635 -0.00427245 0.00459471 -0.0101322 0.00794046 -0.0011765 -0.00612859 0.0194983 0.00501292 LIMAA LIMAA
-0.00756927 0.00302905 -0.00395457 -0.000526454 -0.00369379 -0.0144981 -0.00632226 0.000739912 -0.00227673 -0.00435987 0.000631975 -0.013639 -0.0110602 0.00247424 -0.0156925 0.0146362 -0.00264673 -0.00439715 0.0219294 0.00701625 LIMAA LIMAA
-0.0092683 0.00528559 -0.0029336 -0.00131348 -0.00584183 -0.0157276 -0.00394547 -0.00190645 -0.00208052 -0.0100997 0.00046844 -0.0119852 -0.0144927 0.00458029 -0.0142622 0.00634409 -0.00176938 -0.0127109 0.0183216 0.00600398 LIMAA LIMAA
-0.0106676 0.00773764 0.000803426 -0.00161456 -0.00509294 0.0352773 0.0129808 0.0169486 8.14784e-05 0.0461561 0.00176039 -0.0114242 -0.0192624 0.00224849 -0.0103168 0.0198046 -0.00673726 -0.0476655 0.0164488 0.0263045 LIMAA LIMAA
-0.00546533 0.000137129 -0.00462854 0.00255363 0.0101089 0.0089616 -0.00105597 0.000586047 -0.00263448 -0.000847106 0.00122795 0.0185949 -0.00606074 -0.0087417 0.00999886 -0.00806485 -0.00115729 0.00957683 -0.00598344 -0.00278884 LIMAA LIMAA
-0.00909275 0.00533079 -0.00210663 -0.00202773 -0.00619263 -0.0136223 -0.00373023 -0.00172391 0.000208654 -0.00327002 -0.00181647 0.00605385 0.00666089 0.000104237 0.00770789 0.00281873 -0.00395857 -0.000765462 0.00266238 -0.00457426 LIMAA LIMAA
0.0274474 0.0187052 -0.00137201 0.000374627 0.00503772 0.00263122 -0.00282817 -0.002977 -0.00823256 -0.00490962 0.00568013 0.0165166 -0.00719216 0.00832368 -0.0113418 -0.0122759 0.00191039 0.0203124 0.0228735 0.0055764 LIMAA LIMAA
-0.0115765 0.00918992 0.000283454 -0.0027532 -0.0130491 0.0386478 0.0120228 -0.00354591 -0.00182015 0.00239367 0.000284745 -0.00161789 0.00657353 0.00451724 0.00104761 -0.0103268 0.00366878 0.0216444 -0.0107468 -0.00845721 LIMAA LIMAA
-0.0114037 0.00811936 -0.00127834 -0.00211825 -0.00258421 -0.0103244 -0.0013636 -0.00318641 0.00156696 -0.00757927 -0.000237846 -0.0109937 -0.0137714 0.00157557 -0.0139009 0.00562717 0.00445403 -0.0170923 0.00370292 0.00212599 LIMAA LIMAA
-0.0113329 0.00811175 -0.00275425 -0.00304235 0.00824082 -0.0175866 0.000536029 -0.00177214 5.33598e-05 -0.00488464 -0.00286221 0.0130317 0.00945592 0.000155646 0.0100884 0.00470107 -0.00937971 -0.00468293 0.00315713 0.00499359 LIMAA LIMAA
-0.0112554 0.00812885 -0.000167473 -0.00278878 -0.0118293 -0.0157096 0.00257893 0.0185988 0.000920922 0.0422572 0.00236672 -5.98104e-05 0.00327934 -0.00128063 0.00400042 -0.0116793 0.00612599 0.0240601 -0.00778169 -0.00401714 LIMAA LIMAA
-0.00199044 0.000314033 0.0016089 0.00368597 0.0145209 0.00794888 -0.00326271 -0.000797187 -0.00102334 -0.00422296 -0.00314112 0.0201119 -0.00684499 -0.0071692 0.00572082 -0.00844583 -0.00721414 0.0142083 0.00821137 -0.00385067 LIMAA LIMAA
-0.0113841 0.00811459 -0.000959512 -0.00225883 -0.00932329 -0.022909 -0.00158992 0.0134465 0.000186073 0.0295908 0.000706498 0.00390518 0.00481531 -0.00115011 0.00707958 -0.00759655 0.00178995 0.0124278 -0.0017885 -0.00275055 LIMAA LIMAA
-0.0115221 0.00902472 4.46513e-05 -0.00326211 -0.0158632 -0.0174761 0.0013996 0.0124356 0.000439237 0.0382389 0.000517749 -0.00104129 0.00273792 -0.000830925 0.000416608 -0.0142159 0.0128351 0.020769 -0.00770346 -0.00608976 LIMAA LIMAA
-0.00970977 0.00601653 -0.00179743 -0.00140113 -0.0122237 -0.00293436 -0.000129992 -0.004039 2.62169e-05 -0.0178625 -0.000785494 0.00125366 0.00598141 -0.00219703 0.00295479 0.00679771 -0.000586118 -0.00485742 -0.000768994 -0.00375178 LIMAA LIMAA
-0.010633 0.00728312 -0.00191512 -0.00261416 -0.00956234 -0.00725269 0.00134759 0.00181618 0.000265738 -0.00229137 0.00130869 0.00629552 -0.000862103 0.000446462 0.0055921 0.00340543 -0.00468735 -0.00512503 -0.000673253 0.000532135 LIMAA LIMAA
-0.0110472 0.00844009 -0.000831239 -0.00316736 -0.00870691 -0.0171357 0.000485058 0.00299954 0.00152135 0.00924554 0.000615939 -0.015645 0.00548586 0.00388642 -0.00278075 0.000197849 0.00427931 0.0042391 0.000782754 -0.00414056 LIMAA LIMAA
-0.00801412 0.00269456 -0.00511272 0.00179031 0.0439366 0.0240557 0.00534418 0.000286118 0.00125953 0.003627 -0.00195741 0.0253141 -0.00412605 -0.00938984 0.0125887 -0.00197984 -0.00131421 0.00504118 -0.0120653 -0.0118853 LIMAA LIMAA
-0.0114797 0.00891134 -6.67344e-05 -0.00312482 -0.00983788 0.0316376 0.01219 -0.00401472 -0.000306073 -0.00463432 0.00104076 -0.00334547 0.00958388 -0.00148143 0.000823859 -0.00280247 0.00203668 0.0118457 -0.00530301 -0.00399309 LIMAA LIMAA
-0.00301737 -0.00242168 -0.00427673 0.00418545 0.0269057 -0.00406719 -0.00625428 0.00437239 0.00167505 0.0106388 -0.00171878 0.0235333 0.00558685 -0.0092402 0.00506585 -0.00454757 -0.00712783 0.00348638 0.00730995 -0.00231457 LIMAA LIMAA
-0.00715002 0.00203012 -0.00333485 0.000663247 -0.0125404 0.00637232 -0.00183996 -0.00525399 -0.000134822 -0.0113697 -0.00134506 -0.000112907 0.00338378 0.001292 0.00162057 -0.00098504 -0.00202812 -0.000315023 0.000108329 0.000669194 LIMAA LIMAA
-0.00337007 -0.00257831 -0.00630113 0.00391425 0.0119985 0.0139757 0.00039825 -0.000415151 -0.00103216 -0.00409468 -0.00162995 -0.0100343 -0.00515864 0.0144052 -0.0113084 0.000434963 0.0086202 0.0166175 0.00369788 -0.00484982 LIMAA LIMAA
-0.00724011 0.00357279 -0.00308371 -0.000164962 -0.00735062 0.0184384 0.00146093 -0.0032048 -0.000441032 -0.00469292 0.00178812 0.00291182 0.00572129 -0.000612733 -0.0057351 -0.000280486 0.00574196 0.0126344 -0.0150408 -0.00445043 LIMAA LIMAA
-0.00608497 0.00257152 -0.000237449 0.00163349 -0.00533169 0.0154568 0.000901855 -0.00203835 0.00137105 -0.00376707 -0.001187 0.00181119 0.00129981 -0.000669818 6.4083e-05 -0.00581445 -0.000124325 0.0125562 0.00170865 0.00086293 LIMAA LIMAA
-0.00951134 0.00576866 -0.0014151 -0.000929892 -0.00660118 0.0239234 0.00849147 -0.00197886 0.000107875 -0.00706998 0.000577388 -0.000298554 0.00792964 -0.00397479 0.00426352 -0.00684526 0.012519 0.00726492 -0.0062343 -0.00531546 LIMAA LIMAA
-0.00945925 0.00605182 -0.00182879 -0.00134566 -0.00378252 -0.0169216 -0.00324901 0.00935647 0.000557806 0.0191768 -0.000466234 0.00476886 0.00169327 -0.00723217 0.00216457 -0.00125236 0.00237478 0.00883595 -0.000637087 0.00405941 LIMAA LIMAA
-0.00833925 0.0038258 -0.00352858 0.000449904 0.0131562 -0.0177575 -0.00605413 0.00279583 0.000342361 -0.00471194 -0.00112426 -0.023307 -0.00250832 0.00314612 -0.00974266 0.00686437 0.00868682 -0.00411163 0.0110288 0.001787 LIMAA LIMAA
-0.0105018 0.00693089 -0.0014865 -0.00258871 -0.0169996 -0.0110137 -0.00236836 -0.00331541 -0.000559035 -0.0126588 0.00103606 -0.00203347 0.00736981 -0.000580211 0.00189216 0.00590226 -0.00492273 -0.00251371 0.00191922 0.00196722 LIMAA LIMAA
-0.0086771 0.00474989 -0.00169491 -0.000679056 -0.0147033 0.0085436 0.00252683 -0.00540976 -0.00174222 -0.0102267 -0.0028681 0.00123869 0.00536376 -0.00204439 -0.00146976 -0.00112728 0.00179617 0.00465278 -0.00137439 -0.0032002 LIMAA LIMAA
-0.00712229 0.00112127 -0.00461425 0.00139528 0.00843476 0.0031329 -0.00441573 0.00126476 0.000420816 -0.0107063 7.88036e-05 -0.0225741 -0.0018893 0.00241452 -0.0171937 0.00502385 0.0202584 -0.00018241 0.00953632 -0.00214846 LIMAA LIMAA
-0.00431318 -0.00242124 -0.00595753 0.00354442 0.00771547 0.0201154 -0.00360455 -0.00302331 0.000850778 0.000357521 -0.000397335 -0.0118814 -0.00525043 0.0108966 -0.0115387 -0.0113636 0.00806532 0.0122123 0.00111647 -0.00299161 LIMAA LIMAA
-0.00679516 0.00113155 -0.00480817 0.00227625 0.0191765 0.0227887 0.00720561 -0.00479772 -0.000587359 -0.00374632 -0.00203069 0.0209236 0.00909881 -0.00662038 0.00910512 -0.00424734 -0.00835612 0.0211162 -0.00752694 -0.00229552 LIMAA LIMAA
-0.00684599 0.00107107 -0.00714549 0.0024196 0.0594202 -0.00881054 0.000645663 -0.00149574 -0.0024932 -0.0113116 -0.00463261 0.043445 -0.00582086 -0.0217501 0.0205782 0.0109597 -0.0330506 0.00088922 -0.00668046 0.00327655 LIMAA LIMAA
-0.00866796 0.00425255 -0.00283023 -4.42582e-05 -0.00409619 0.00874185 -4.81295e-05 -0.00237642 -0.00123829 -0.0128458 -0.00078949 0.00983405 -0.00203402 -0.00307802 0.00550906 -0.00648279 -0.00715621 -0.00322883 0.000698415 -0.00624858 LIMAA LIMAA
-0.00956195 0.00548318 -0.0024988 -0.00226412 -0.0146554 -0.0188267 -0.00339898 -0.000785311 -0.00167377 -0.00393088 -0.000914451 0.00160349 0.00625728 -0.00107491 0.00280299 -0.00325419 -0.000179217 -0.00745447 0.0096506 0.00256534 LIMAA LIMAA
-0.00995516 0.00667145 -0.00257471 -0.00167894 -0.00558221 -0.0143438 -0.000190722 -0.00119522 0.000182593 -0.00444035 0.000770264 -0.0154456 -0.000488436 0.000583664 -0.00578833 -0.000163691 0.00101308 -0.00245681 0.00419028 0.002044 LIMAA LIMAA
-0.00830773 0.00366665 -0.00292331 0.000462255 -0.0129767 -0.00109235 -0.00168606 -0.00469156 -0.00124198 -0.00541183 0.00156892 -0.00156407 0.00559656 0.00198168 0.00104423 0.00212556 -4.0736e-05 0.00247779 -0.00186819 3.89137e-06 LIMAA LIMAA
-0.0119794 0.00949334 -0.00143728 -0.00304878 0.004735 -0.0198318 -0.00186625 0.00298057 9.52556e-06 0.00165594 -0.00145351 -0.0236875 -0.0122966 0.00590896 -0.0145122 -0.00193677 0.00509919 -0.0138023 0.00308101 0.00156939 LIMAA LIMAA
-0.00876648 0.00504378 -0.00404647 -0.0002153 0.0162919 0.00635123 -0.000361236 -0.00129319 -0.000914639 -0.00719591 -0.000931504 0.0166888 0.00486982 -0.00699214 0.0194492 -0.00104574 -0.00239881 0.0021837 -0.00361375 -0.00548644 LIMAA LIMAA
-0.00896822 0.00506425 -0.00280502 -0.00173323 -0.0121405 -0.0110066 -0.00312491 0.00107104 -0.000736612 -0.00452025 -0.00107357 0.00172867 -0.00252951 -0.00258695 -0.000995925 0.00158978 -0.00323648 0.00194467 0.00241903 0.000952142 LIMAA LIMAA
-0.00960504 0.00614576 -0.00184404 -0.00188576 -0.0130884 0.00846391 0.00143303 -0.00551333 0.00276682 -0.0123425 -0.00132735 0.0030982 0.00661218 -0.0026277 0.00142065 0.00279933 0.00113626 0.000421332 -0.000503328 -0.000281816 LIMAA LIMAA
-0.0112648 0.00845135 -0.00123212 -0.00251813 -0.00789127 -0.0161664 -0.00128168 -0.00287745 0.000321943 -0.00456828 0.000325074 -0.0097871 -0.0061225 0.00632937 -0.0145533 0.000569066 0.00333033 -0.00652276 -0.000894067 0.000957115 LIMAA LIMAA
-0.00859089 0.00425494 -0.00305878 -0.0011152 -0.00670471 -0.00182301 -0.0025738 -0.00212437 0.0013541 -0.00527949 -0.00112023 0.00800474 0.00420239 -0.00505943 0.00311436 -0.000975679 0.000537784 0.0033927 0.00439946 0.00256507 LIMAA LIMAA
-0.00900561 0.00482809 -0.00241795 -0.00057101 -0.0136658 0.0133084 0.0025533 -0.000786954 -0.000127996 -0.00280982 -0.00169123 -0.000358183 0.00730464 0.00195247 -0.00122215 -0.0046778 0.00121825 0.00688819 -0.0103541 -0.00650628 LIMAA LIMAA
-0.00976973 0.00663129 -0.000901118 -0.00182 -0.0136301 0.0134124 0.00270645 -0.00235587 0.00144069 -0.00885199 -0.00149351 -0.000382245 0.00563164 0.000687981 -0.000417546 0.00334658 -0.0012757 0.0019154 -0.00613199 -0.00213303 LIMAA LIMAA
0.00306653 -0.00615614 -0.00565902 0.00677866 0.00417952 0.00269593 -0.0146175 0.000194481 9.7363e-05 -0.00451701 -0.000806899 0.00869254 0.00423542 -0.00424827 0.00301554 -0.00886396 -0.00140468 0.00608736 0.0200906 -0.0086468 LIMAA LIMAA
-0.00901281 0.00582231 -0.000792101 -0.000329351 -0.0100204 0.0340709 0.0122413 0.00683405 -0.000864676 0.0228042 -0.000853509 0.00282582 0.00326638 -0.00256753 0.00899338 0.0136993 -0.00466602 -0.0201315 0.00500704 0.0177529 LIMAA LIMAA
-0.00788888 0.00635182 -0.00372278 0.000327648 0.022913 -0.0177865 -0.00335722 0.0093582 0.000233442 0.0217961 0.00109273 -0.0134807 -0.0164848 0.00362735 -0.0163728 -0.00904176 0.0145629 0.00765227 -0.00236205 -0.00538933 LIMAA LIMAA
-0.0049412 -0.000925563 -0.00543807 0.00230282 -0.00520777 0.00308486 -0.0041652 -0.00274423 -0.00131538 -0.00851597 0.000250571 0.00622108 0.00566602 0.00208358 0.00432308 -0.00115857 0.00242617 -0.00197646 0.00798258 0.00659329 LIMAA LIMAA
-0.0110321 0.00835542 -0.000663732 -0.00295702 -0.0133673 -0.00905453 -0.000527259 -0.00464364 -0.00101156 -0.0134533 -8.25006e-05 0.00441372 0.00388955 0.000807411 0.0078603 0.0079272 0.00209749 -0.00308073 0.000435171 0.00503135 LIMAA LIMAA
-0.0067761 0.0023289 -0.00459798 0.000695741 0.016569 0.0155611 0.000838675 -0.00587983 -0.00283239 -0.0111448 -0.00378834 0.0336469 0.00095011 -0.0105556 0.0101136 -0.00373694 -0.00878328 0.0158566 -0.00835313 -0.00574303 LIMAA LIMAA
-0.00704266 0.00284121 -0.00544004 0.00117739 0.0458329 -0.0113955 -0.00231347 0.0065655 0.00108883 0.011846 -0.000472867 0.0367351 0.0077111 -0.0129652 0.0208502 -0.00157098 -0.00645942 0.0202691 -0.00830743 -0.00617317 LIMAA LIMAA
-0.00957684 0.00611706 -0.00214791 -0.00187224 -0.0110688 -0.00739355 -0.00133752 -0.00363101 -0.00229168 -0.0106325 0.000457763 -0.00199058 0.00985894 -0.00516233 0.0049949 0.00168537 -0.00135475 -0.00481877 -2.76956e-05 0.00375505 LIMAA LIMAA
-0.0073941 0.00249918 -0.00356846 0.000934517 -0.00278566 0.0059866 -0.0016624 -0.00493172 0.00201739 -0.011986 -0.000242659 0.00497728 0.0140205 0.00134914 -0.0025176 -0.00380161 -0.00384013 0.00379709 -0.00155683 -0.00546561 LIMAA LIMAA
